id,semestre,estatus,interes,genero,pronombres,edad,mayor,menor,buscando,pelicula,Reggaeton,Electrónica,Pop,Instrumental,Rock,Metal,Cumbia,Kpop,Banda,anime,videojuegos,bailar,Futbol,Basquetbol,Baseball,Futbol Americano,Natación,Tennis,Ciclismo,No,Otro,Golf,taco,bbt,animal,helado,celebracion,estacion,pizza,astrologia,signo,cocinar,cocinen,perrogato,pelilibros,subdub,temperatura,tiburon,poderes,caracteristicapareja,caracteristica
49,6,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,21,Sí,Sí,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,Sí,Sí,"Sí pero no sé bailar",VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Ninguno,Pingüino,Chocolate,Día de muertos,Otoño,No,Sí,Piscis,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Dinero como el batman,Empatía,Cariños@
50,4,En una relación,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,Sí,Amistad,Romance,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Lobo,Napolitano,Día de la Independencia,Otoño,No,Sí,Sagitario,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Confianza,Alegre
51,1,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,No binarix,Ella,19,Sí,Sí,Amistad,Drama,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Pingüino,Vanilla,Día de la Independencia,Invierno,No,No,Acuario,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Confianza,Fiel
52,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Masculino,Él,20,Sí,Sí,Amistad,Drama,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Ninguno,Pato,Cookies and cream,Día de la Independencia,Invierno,Sí,No,Tauro,Sí,Sí,Perros,Película,Subtitulada,Frio,Emmanuel,Manipular el tiempo,Empatía,Respetuoso
53,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Masculino,Él,18,Sí,No,Amistad,Drama,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,No,Sí,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Howard,Pingüino,Chocomenta,Año nuevo,Invierno,Sí,Sí,Virgo,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Manipular el tiempo,Alegría,Divertido
54,2,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,19,Sí,No,Amistad,Comedia,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Leonard,Ballena,Fresa,Día de la Independencia,Verano,Sí,Sí,Escorpio,Sí,Sí,Perros,Libro,Doblada,Frio,Arturo Elías Ayub,Control Mental y manipulación,Interesante,Alegre
55,6,Soltero,Estoy aquí en busca de amigxs,Masculino,Él,21,Sí,Sí,Amistad,Terror,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Sheldon,Pingüino,Pistache,San Valentín,Invierno,Sí,No,Escorpio,No,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Confianza,Confiable
56,6,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,22,Sí,No,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Lobo,Nuez,Navidad,Primavera,Sí,Sí,Piscis,Sí,Sí,Gatos,Libro,Subtitulada,Calor,Patricia Armendáriz,Teletransporte,Respeto,Perseverante
57,6,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,21,Sí,Sí,Amistad,Suspenso,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Vegetariano,Ninguno,Ballena,Fresa,Día de la Independencia,Verano,Sí,Sí,Tauro,Sí,Sí,Perros,Libro,Subtitulada,Calor,Emmanuel,Teletransporte,Alegría,Empátic@
58,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Género fluido,Ella,19,Sí,No,Amistad,Suspenso,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Howard,Pato,Napolitano,Día de la Independencia,Primavera,No,Sí,Tauro,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Teletransporte,Diversión,Divertido
59,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,19,Sí,No,Amistad,Acción,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Carne asada,Amy,Lobo,Vanilla,Año nuevo,Invierno,No,Sí,Cáncer,Sí,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Alegría,Cariños@
60,4,En una relación,Estoy aquí en busca de amigxs,Femenino,Ella,19,No,No,Amistad,Terror,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Penny,Pato,Fresa,Día de la Independencia,Primavera,No,Sí,Aries,Sí,No,Perros,Película,Subtitulada,Frio,Carlos Bremer,Dinero como el batman,Diversión,Interesante
61,2,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,18,Sí,Sí,Amistad,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Lobo,Fresa,Día de la Independencia,Primavera,Sí,Sí,Aries,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Teletransporte,Confianza,Alegre
62,2,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,18,Sí,No,Amistad,Acción,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,ninguno,Lobo,Cookies and cream,Día de la Independencia,Invierno,Sí,Sí,Cáncer,No,Sí,Gatos,Libro,Doblada,Frio,Rodrigo Herrera,Telekinesis,Responsabilidad,Cariños@
63,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,Sí,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Canasta-/Al vapor,Ninguno,Pingüino,Fresa,San Valentín,Primavera,Sí,Sí,Acuario,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Telekinesis,Confianza,Empátic@
64,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,Sí,Amistad,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,VERDADERO,Pastor,Ninguno,Tigre,Chocolate,Día de la Independencia,Otoño,No,No,Capricornio,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Carlos Bremer,Teletransporte,Diversión,Inteligente
65,4,En una relación,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,No,Amistad,Acción,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tigre,Vanilla,Día de muertos,Verano,No,No,Leo,Sí,Sí,Perros,Libro,Doblada,Calor,Carlos Bremer,Volar,Alegría,Divertido
66,8,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,22,Sí,Sí,Amistad,Romance,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Barbacoa,Sheldon,Ballena,Vanilla,Halloween,Verano,Sí,Sí,Escorpio,Sí,Sí,Perros,Libro,Subtitulada,Frio,Rodrigo Herrera,Teletransporte,Alegría,Empátic@
67,4,En una relación,Estoy aquí en busca de amigxs,Masculino,Él,20,Sí,Sí,Amistad,Acción,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Tigre,Chocolate,Día de la Independencia,Verano,Sí,Sí,Acuario,Sí,Sí,Gatos,Libro,Doblada,Calor,Marcus Dantus,Teletransporte,Confianza,Confiable
68,6,En una relación,Estoy aquí en busca de amigxs,Masculino,Él,17,Sí,Sí,Amistad,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Leonard,Pingüino,Vanilla,Día de la Independencia,Primavera,No,Sí,Tauro,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Volar,Confianza,Divertido
69,2,Soltero,Estoy aquí en busca de amigxs,Femenino,Ella,18,Sí,No,Amistad,Acción,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Amy,Lobo,Chocolate,Halloween,Invierno,Sí,No,Escorpio,Sí,Sí,Perros,Libro,Doblada,Frio,Rodrigo Herrera,Telepatía,Confianza,Alegre
70,2,Soltero,Estoy aquí en busca de amigxs,Femenino,Ella,19,Sí,Sí,Amistad,Drama,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Raj,Tigre,Nuez,San Valentín,Otoño,No,Sí,Acuario,No,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Respeto,Responsable
71,6,En una relación,Estoy aquí en busca de amigxs,Masculino,Él,20,Sí,Sí,Amistad,Suspenso,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,No,Sí,Sí,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Pingüino,Cookies and cream,Día de la Independencia,Invierno,No,No,Virgo,No,Sí,Perros,Película,Subtitulada,Calor,Arturo Elías Ayub,Teletransporte,Diversión,Divertido
72,2,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Masculino,Él,18,Sí,Sí,Amistad,Terror,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Carne asada,Howard,Lobo,Vanilla,Halloween,Invierno,No,Sí,Piscis,Sí,No,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Dinero como el batman,Confianza,Cariños@
73,2,Soltero,Estoy aquí en busca de amigxs,Femenino,Ella,18,Sí,Sí,Amistad,Romance,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Barbacoa,Amy,Lobo,Chocolate,Halloween,Otoño,No,Sí,Géminis,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Volar,Confianza,Empátic@
74,6,En una relación,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,Sí,Amistad,Terror,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Barbacoa,Ninguno,Tigre,Chocolate,Año nuevo,Otoño,No,No,Piscis,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Patricia Armendáriz,Telekinesis,Perseverancia,Perseverante
75,3,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,19,Sí,No,Amistad,Drama,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Sí,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Canasta-/Al vapor,Ninguno,Lobo,Vanilla,Navidad,Invierno,Sí,Sí,Sagitario,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Arturo Elías Ayub,Dinero como el batman,Respeto,Fiel
76,3,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Masculino,Él,20,Sí,Sí,Amistad,Acción,FALSO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Leonard,Pingüino,Caramelo,Spring Break,Primavera,Sí,No,Cáncer,Sí,Sí,Gatos,Película,Subtitulada,Calor,Marcus Dantus,Telekinesis,Empatía,Cariños@
77,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,No,Amistad,Drama,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Pingüino,Chocolate,Spring Break,Otoño,Sí,No,Libra,No,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Manipular el tiempo,Empatía,Empátic@
78,4,Soltero,Estoy aquí en busca de amigxs,Femenino,Ella,19,Sí,No,Amistad,Suspenso,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Penny,Lobo,Chocomenta,Spring Break,Invierno,No,Sí,Géminis,Sí,Sí,Perros,Libro,Subtitulada,Frio,Patricia Armendáriz,Control Mental y manipulación,Diversión,Alegre
79,10,En una relación,Estoy aquí en busca de amigxs,Femenino,Ella,22,Sí,Sí,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Pastor,Ninguno,Pato,Chocolate,San Valentín,Verano,No,Sí,Leo,Sí,Sí,Perros,Película,Subtitulada,Calor,Carlos Bremer,Volar,Diversión,Empátic@
80,8,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,21,Sí,Sí,Amistad,Terror,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Guisos,Penny,Tigre,Chocolate,San Valentín,Primavera,Sí,Sí,Aries,Sí,Sí,Perros,Película,Subtitulada,Frio,Patricia Armendáriz,Volar,Alegría,Empátic@
81,8,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,22,Sí,No,Amistad,Suspenso,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Sí,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pescado,Ninguno,Pingüino,Cookies and cream,Spring Break,Otoño,Sí,Sí,Leo,Sí,Sí,Perros,Libro,Subtitulada,Frio,Arturo Elías Ayub,Volar,Respeto,Empátic@
82,8,Soltero,Estoy aquí en busca de amigxs,Femenino,Ella,21,Sí,Sí,Amistad,Drama,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Tigre,Cookies and cream,San Valentín,Primavera,No,Sí,Géminis,Sí,Sí,Perros,Libro,Subtitulada,Calor,Carlos Bremer,Manipular el tiempo,Interesante,Confiable
83,4,En una relación,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,No,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,Carnitas,Ninguno,Tigre,Vanilla,Día de la Independencia,Invierno,No,Sí,Aries,Sí,Sí,Perros,Película,Subtitulada,Frio,Rodrigo Herrera,Manipular el tiempo,Confianza,Confiable
84,8,En una relación,Estoy aquí en busca de amigxs,Femenino,Ella,22,Sí,Sí,Amistad,Romance,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pescado,Ninguno,Ballena,Nuez,Año nuevo,Verano,Sí,No,Tauro,Sí,Sí,Perros,Película,Subtitulada,Calor,Patricia Armendáriz,Manipular el tiempo,Empatía,Alegre
85,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,No,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Carnitas,Penny,Tigre,Caramelo,Día de la Independencia,Otoño,No,No,Libra,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Manipular el tiempo,Confianza,Alegre
86,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Masculino,Él,21,No,Sí,Amistad,Comedia,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,No,Sí,No,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Pastor,Leonard,Tiburón,Cookies and cream,San Valentín,Verano,No,No,Piscis,No,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Telekinesis,Confianza,Divertido
87,8,En una relación,Estoy aquí en busca de amigxs,Masculino,Él,21,Sí,Sí,Algo Casual,Comedia,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Raj,Pingüino,Cookies and cream,Spring Break,Verano,Sí,Sí,Cáncer,Sí,Sí,Perros,Película,Subtitulada,Calor,Arturo Elías Ayub,Teletransporte,Diversión,Respetuoso
88,8,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,No,Amistad,Comedia,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,No,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Pingüino,Chocomenta,Spring Break,Verano,No,Sí,Leo,Sí,Sí,Perros,Libro,Subtitulada,Calor,Rodrigo Herrera,Manipular el tiempo,Diversión,Confiable
89,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,23,Sí,Sí,Amistad,Drama,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,No,No,Sí,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,Carne asada,Sheldon,Tigre,Chocolate,Spring Break,Otoño,No,No,Sagitario,Sí,Sí,Gatos,Libro,Subtitulada,Calor,Patricia Armendáriz,Manipular el tiempo,Interesante,Inteligente
90,6,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,21,Sí,No,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Guisos,Amy,Pingüino,Nuez,San Valentín,Primavera,Sí,No,Cáncer,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Telekinesis,Confianza,Empátic@
91,7,En una relación,Estoy aquí en busca de amigxs,Masculino,Él,22,Sí,Sí,Amistad,Suspenso,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Sí,Sí,"Sí pero no sé bailar",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Pastor,Leonard,Lobo,Cookies and cream,Día de la Independencia,Otoño,No,No,Libra,Sí,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Control Mental y manipulación,Confianza,Cariños@
92,9,En una relación,Estoy aquí en busca de amigxs,Masculino,Él,22,Sí,Sí,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Sí,Sí,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,Barbacoa,Howard,Lobo,Cookies and cream,Día de muertos,Invierno,Sí,No,Piscis,Sí,Sí,Perros,Película,Subtitulada,Frio,Carlos Bremer,Teletransporte,Cariño,Cariños@
93,2,En una relación,Estoy aquí en busca de amigxs,Femenino,Ella,18,Sí,No,Amistad,Acción,VERDADERO,VERDADERO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Tigre,Cookies and cream,Día de la Independencia,Otoño,No,No,Virgo,No,Sí,Perros,Libro,Subtitulada,Frio,Carlos Bremer,Manipular el tiempo,Fidelidad,Fiel
94,6,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,21,Sí,Sí,Amistad,Terror,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,No,Sí,Sí,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Leonard,Lobo,Cookies and cream,Navidad,Invierno,No,Sí,Capricornio,Sí,Sí,Perros,Película,Subtitulada,Frio,Arturo Elías Ayub,Teletransporte,Respeto,Responsable
95,2,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,19,Sí,No,Amistad,Comedia,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,No,No,Sí,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,Pastor,Ninguno,Pingüino,Caramelo,San Valentín,Verano,Sí,No,Acuario,Sí,Sí,Perros,Película,Subtitulada,Calor,Patricia Armendáriz,Manipular el tiempo,Diversión,Empátic@
96,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,20,Sí,Sí,Amistad,Romance,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,Sí,Sí,Sí,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,Carne asada,Ninguno,Tigre,Pistache,Día de la Independencia,Verano,No,No,Libra,Sí,Sí,Gatos,Película,Subtitulada,Calor,Rodrigo Herrera,Manipular el tiempo,Confianza,Confiable
97,4,Estoy aquí en busca de amigxs,Estoy aquí en busca de amigxs,Femenino,Ella,19,Sí,No,Amistad,Drama,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,No,Sí,"Sí pero no sé bailar",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,Carne asada,Ninguno,Pingüino,Chocolate,San Valentín,Otoño,No,No,Escorpio,Sí,Sí,Gatos,Libro,Subtitulada,Frio,Patricia Armendáriz,Teletransporte,Confianza,Confiable
